--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush-8.32466e+27
start
end
0.0362954
avg gflop = 0.0362954
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.39957571 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.453361,0.023101,0.013798,0.078416,0.083290,0.122328,0.086071,0.121940,0.013643,0.012958,0.014248,0.125060,0.011708,0.064997,0.002043,0.012939,0.016694,0.031282,0.029590,0.015497,0.018506,0.011012,0.016657,0.030066,0.048969,0.035522,0.017379,0.031772,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,661936800,66753150,36891920,240202200,261794200,372083900,264490000,380567600,37068750,34677300,38792780,388436500,36683400,199118700,341266,40464320,52185620,92416170,92827030,48169200,52116340,34094640,46406410,88238410,147671400,105353200,48476430,92995650
CPU_CLK_UNHALTED_CORE,FIXC1,591010000,56247230,31156350,202500700,220746100,318005200,222903600,320859100,31195870,29154040,32598130,326975500,30943490,167537600,243717,34136200,44042140,77893050,78266360,40894310,43842530,28828120,39130540,74315310,124523700,88765490,40797410,79047150
CPU_CLK_UNHALTED_REF,FIXC2,489025700,46556400,25790760,167592400,182686000,263179800,184479900,265537800,25824460,24133440,26984020,270605300,25609060,138658000,207744,28250810,36448220,64471560,64771610,33843380,36289200,23857300,32391840,61508930,103060700,73466660,33768980,65425300
L1D_REPLACEMENT,PMC0,219478,15403,14914,16268,3022,17653,16394,3485,14187,14365,14325,15099,1137,14406,14266,1222,1415,14819,1686,1539,14418,1503,14653,15806,16111,15678,14974,15324
L2_TRANS_L1D_WB,PMC1,42416,1441,1115,1445,668,1867,1560,777,1123,1074,1050,1212,243,1031,1009,285,347,1369,408,324,1213,363,1332,1484,1440,1470,1261,1233
L2_LINES_IN_ALL,PMC2,411042,5100,4817,6119,3228,7179,6343,3500,4239,4508,4391,4785,1569,4132,4593,1849,2029,4899,2196,2144,4762,2130,4807,5663,6088,5155,5017,5446
L2_TRANS_L2_WB,PMC3,12324,521,480,799,427,958,805,408,256,282,307,303,115,218,332,132,185,410,222,198,351,189,406,522,601,438,367,440
LLC_VICTIMS_M,CBOX0C1,91646,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX1C1,91233,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX2C1,91696,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX3C1,92158,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX4C1,91526,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX5C1,91767,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX6C1,92291,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX7C1,91461,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0
