--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush1.30431e+09
start
runtime=1.46512
end
1.26248
avg gflop = 1.26248
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.399803336 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.453973,0.068670,0.131354,0.104896,0.093057,0.132130,0.093617,0.211971,0.076360,0.096298,0.105597,0.272547,0.155515,0.154206,0.042250,0.065980,0.068293,0.060386,0.068672,0.065615,0.053137,0.056962,0.053125,0.052534,0.064194,0.055033,0.055033,0.060505,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,737627300,175642900,373515100,287499300,252676900,376273300,254540300,616675400,200152000,260814200,289646800,613255800,439515500,439085800,92073890,166706200,169687600,150628500,174745500,159823600,126170800,137220400,126918300,125228200,159225900,133166500,133110600,146302500
CPU_CLK_UNHALTED_CORE,FIXC1,611225900,144313000,310974300,240428400,209202400,313372800,210648900,515907200,165371500,217850900,242606500,514177700,366378200,370800400,74069810,137274600,139911600,123097800,143547100,131055300,102720500,112593100,103457500,101844700,130452800,108652700,108184100,119929400
CPU_CLK_UNHALTED_REF,FIXC2,505986800,119517300,257445500,199062300,173221300,259427800,174413700,427043500,136953500,180369700,200860500,425630000,303295000,306960300,61388860,113714400,115876500,101983300,118878200,108549000,85098530,93266740,85708940,84370490,108044600,90010220,89612140,99337940
L1D_REPLACEMENT,PMC0,3249679,453033,455372,454512,451282,456605,455555,454373,439505,439693,451260,462303,439978,452087,445065,463450,459445,470415,454119,453103,452848,454977,439416,450804,451223,451730,451784,455036
L2_TRANS_L1D_WB,PMC1,876513,21875,22220,22027,21512,22079,21896,22303,21189,21110,21594,23472,20913,21332,22186,24293,23336,31628,22236,22066,22420,22070,21492,22052,21822,22011,21864,22359
L2_LINES_IN_ALL,PMC2,509046,41076,40957,41442,40095,43741,42306,41623,39046,36600,37211,58918,36517,37053,42111,50053,51371,50839,40921,42448,39860,40137,39979,40149,39285,41507,38699,41039
L2_TRANS_L2_WB,PMC3,39429,3597,3926,3697,3592,4021,3664,3786,3688,3434,3806,4500,3851,3737,3323,4326,5171,10204,4160,3930,3711,3634,3318,4029,3999,3758,3285,3758
LLC_VICTIMS_M,CBOX0C1,167380,0,0,0,0,0,0,0,0,0,0,0,0,0,10061,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX1C1,167488,0,0,0,0,0,0,0,0,0,0,0,0,0,10005,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX2C1,167448,0,0,0,0,0,0,0,0,0,0,0,0,0,10018,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX3C1,167975,0,0,0,0,0,0,0,0,0,0,0,0,0,10042,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX4C1,167233,0,0,0,0,0,0,0,0,0,0,0,0,0,10099,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX5C1,166880,0,0,0,0,0,0,0,0,0,0,0,0,0,9966,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX6C1,167703,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX7C1,167287,0,0,0,0,0,0,0,0,0,0,0,0,0,9990,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX8C1,169174,0,0,0,0,0,0,0,0,0,0,0,0,0,10312,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX9C1,168807,0,0,0,0,0,0,0,0,0,0,0,0,0,10072,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX10C1,169777,0,0,0,0,0,0,0,0,0,0,0,0,0,10268,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX11C1,168752,0,0,0,0,0,0,0,0,0,0,0,0,0,10374,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX12C1,132292,0,0,0,0,0,0,0,0,0,0,0,0,0,7957,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX13C1,131998,0,0,0,0,0,0,0,0,0,0,0,0,0,8019,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX14C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX15C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX16C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX17C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX18C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX19C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX20C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX21C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX0C0,3010994,0,0,0,0,0,0,0,0,0,0,0,0,0,107432,0,0,0,0,0,0,0,0,0,0,0,0,0
