--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush1.26894e+09
start
end
0.039878
avg gflop = 0.039878
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.399951086 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.317044,0.139439,0.298416,0.164150,0.056845,0.204593,0.063964,0.090829,0.454461,0.168771,0.177204,0.161377,0.133114,0.456542,0.004939,0.035339,0.016517,0.019751,0.020157,0.027209,0.023267,0.052807,0.016776,0.016538,0.019813,0.015883,0.016746,0.016668,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,602784300,422804500,612767800,501294600,161827800,612347800,181391400,264268900,612616400,516871400,542094200,485577700,403010000,763101600,23894,95899920,34480820,44216090,47856010,63052160,55639390,148431400,35160780,34376880,47113700,34638200,34896440,34982780
CPU_CLK_UNHALTED_CORE,FIXC1,535952800,355943800,516360600,421906300,136182400,515647100,154904900,226465600,516976500,435195600,456200100,415644800,339117100,652412600,116501,80810650,28997750,37242600,40349960,54141020,46856800,125046400,29618230,28956800,39759860,29272520,29389720,29444600
CPU_CLK_UNHALTED_REF,FIXC2,443558000,294582900,427338900,349170700,112708300,426746900,128203200,187428500,427849200,360160400,377551700,343981500,280656100,539936000,96552,66878780,24004870,30827760,33394010,44805360,38784940,103492900,24518260,23971560,32905250,24225580,24329380,24374860
L1D_REPLACEMENT,PMC0,121992,14468,18245,14636,14530,15455,14551,14755,21794,1574,14765,1860,14923,19260,995,1437,13933,15768,1092,1246,14659,15219,14795,15207,1344,1596,15311,14089
L2_TRANS_L1D_WB,PMC1,21094,1108,1687,1093,1115,1258,1049,1106,1683,336,1145,354,1097,1794,240,291,1121,1468,228,277,1092,1372,1170,1301,279,311,1377,1156
L2_LINES_IN_ALL,PMC2,183464,4494,13868,5001,4708,5546,4681,4417,27817,2210,4464,2570,4158,16616,1662,2143,4309,6034,1638,2054,4710,5189,4979,5036,2443,2511,4786,4374
L2_TRANS_L2_WB,PMC3,4950,295,272,308,409,254,290,255,217,142,276,63,276,285,173,66,217,427,97,85,319,490,362,316,76,87,310,274
LLC_VICTIMS_M,CBOX0C1,89675,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX1C1,89500,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX2C1,89217,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX3C1,90110,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX4C1,89571,0,0,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX5C1,89293,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0
