--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush6.71855e+33
start
end
1.28538
avg gflop = 1.28538
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.399769252 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.426517,0.117207,0.183782,0.033370,0.128076,0.414028,0.179983,0.046563,0.046696,0.527138,0.021266,0.012048,0.012117,0.012727,0.002773,0.039921,0.037780,0.054059,0.026418,0.037683,0.052563,0.033450,0.038058,0.106966,0.024073,0.054678,0.013352,0.044991,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,830511600,370474600,572560800,105096100,398683100,621001800,568707700,146745600,147108600,615936800,65542800,37945460,37614280,40069020,8067293,125005400,118252400,169417200,82359800,117932900,164788500,104593600,118871900,333454300,74433140,162552600,41165280,141007900
CPU_CLK_UNHALTED_CORE,FIXC1,728562400,307744400,484437500,84505520,335952100,521935700,474735900,119879400,119888300,517982800,52080520,28022220,28236500,29755300,2715484,101372100,95972660,138993000,65333930,95445620,135185800,84009640,96377780,277166100,59135870,133353300,30806740,114684600
CPU_CLK_UNHALTED_REF,FIXC2,603035300,254761600,400998300,70016740,278108600,432027000,392964400,99288580,99298510,428757000,43183970,23274670,23441160,24705380,2326032,83978160,79516440,115117700,54150170,79074120,111969100,69604390,79848960,229468900,49017940,110455800,25580280,94990750
L1D_REPLACEMENT,PMC0,577437,383676,383475,383403,383343,400378,384049,384233,380928,404370,382480,380993,331141,378538,382468,386033,382836,382738,380214,382623,384623,384001,384180,384322,380575,382249,382018,380285
L2_TRANS_L1D_WB,PMC1,64748,23296,23118,23268,23069,24934,23372,22829,22132,27243,22936,22981,20266,22929,23035,22451,22461,23001,22275,22607,23674,23039,23209,23742,22468,23288,22555,22502
L2_LINES_IN_ALL,PMC2,422927,40087,39402,40706,39318,80658,37724,37637,37996,92685,37280,40769,30676,39728,38190,38405,37893,39872,38796,38471,39095,39672,38081,39028,36369,38531,38565,37983
L2_TRANS_L2_WB,PMC3,17110,4571,4825,5471,5406,6112,5186,5415,6036,7658,3663,4847,4997,5878,4884,5461,6238,5001,4891,4973,6641,5139,6675,4504,3643,5928,4535,4304
