--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush1.21172e+09
start
end
0.0425515
avg gflop = 0.0425515
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.399986321 GHz,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 12,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 23,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.235142,0.010782,0.153381,0.145916,0.101919,0.011481,0.011543,0.154229,0.010851,0.011623,0.130010,0.010698,0.000845,0.014700,0.055200,0.020873,0.056578,0.072147,0.018988,0.019123,0.087401,0.097196,0.031934,0.069951,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 12,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 23,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,850933100,32091800,471524400,444680200,318793800,34075010,34616250,464768400,32209320,34875100,401626000,32035430,296077,43867890,169312600,63922980,173042000,225128700,57848840,58292400,253941000,304587500,98893000,218840000
CPU_CLK_UNHALTED_CORE,FIXC1,737083300,26988780,403525300,374457700,268542500,28661940,29188740,391433000,27114580,29344330,343387000,26922080,237456,36900620,144592400,53800610,147775800,189507800,48664640,49045100,213747700,256407400,83225760,184171300
CPU_CLK_UNHALTED_REF,FIXC2,610002000,22340330,333955500,309900900,222247100,23725340,24161380,323949700,22445160,24289320,284189200,22285610,201024,30543100,119667400,44530390,122301000,156839300,40278910,40593940,176900700,212202200,68882380,152421400
L1D_REPLACEMENT,PMC0,54922,14213,16297,15447,15613,14185,14470,17793,14702,14528,14749,14178,14667,14827,14726,14450,15125,14243,14272,14201,14618,14855,14361,14368
L2_TRANS_L1D_WB,PMC1,8469,962,1542,1504,1239,1015,999,3198,1182,1163,994,1051,1319,1312,1116,1061,1379,1075,1097,1071,1309,1418,1090,919
L2_LINES_IN_ALL,PMC2,89792,5176,6611,5678,6237,5298,5393,6525,6011,5740,5884,5158,5650,5853,5671,4954,6016,5341,5142,5017,5666,5787,5421,5292
L2_TRANS_L2_WB,PMC3,2473,292,543,419,560,314,291,473,302,270,283,341,346,292,245,281,269,241,262,234,327,304,242,239
LLC_VICTIMS_M,CBOX0C1,112903,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX1C1,112405,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX2C1,113552,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX3C1,113116,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX4C1,112560,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX5C1,112820,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX6C1,113321,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX7C1,112368,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX8C1,114052,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX9C1,114184,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX10C1,114031,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX11C1,114628,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX12C1,86813,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX13C1,86851,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX14C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX15C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX16C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX17C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX18C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX19C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX20C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX21C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX0C0,2724985,0,0,0,0,0,0,0,0,0,0,0,9549,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX1C0,2698487,0,0,0,0,0,0,0,0,0,0,0,10027,0,0,0,0,0,0,0,0,0,0,0
