--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush-2.24831e+34
start
runtime=1.46399
end
0.631729
avg gflop = 0.631729
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.399793374 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.441717,0.181993,0.137242,0.171324,0.048656,0.156783,0.052381,0.116069,0.136723,0.100909,0.071857,0.014372,0.014618,0.139882,0.003359,0.018846,0.114099,0.028270,0.070375,0.156994,0.099120,0.033480,0.044691,0.038024,0.014695,0.162798,0.024681,0.021544,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,985405400,565063900,424846000,528103700,143428400,476470800,157146200,351470000,420799200,298177400,219806000,38215100,39036640,430012100,3552461,52252860,348607000,81793700,211622600,477735900,304741600,96832240,129966100,112740100,39176240,492469400,70681610,59599330
CPU_CLK_UNHALTED_CORE,FIXC1,868703100,472807600,356534600,444026700,121026900,406746500,131071900,294857200,352967500,253560900,183572000,30611320,31284240,358923200,1433201,42500310,292304400,67381170,176626600,405648200,255134100,80084720,107884000,93428600,31413890,411829600,57994300,49600260
CPU_CLK_UNHALTED_REF,FIXC2,719005600,391357600,295101700,367507900,100195400,336653000,108510600,244056200,292149800,209880100,151959900,25369800,25925210,297109700,1221144,35208820,241944900,55798130,146210500,335747100,211182000,66311930,89318760,77356440,26033420,340894700,48031510,41086180
L1D_REPLACEMENT,PMC0,505154,262522,131886,142892,129251,134360,130608,139043,134860,132804,128972,129345,129735,260114,129497,129080,132440,129059,131002,132489,131187,129570,130177,129647,129799,260388,130112,131229
L2_TRANS_L1D_WB,PMC1,71613,22535,11557,13509,10905,11781,11427,14054,11832,11834,10833,10381,10631,21917,11235,10845,11509,11016,11491,11814,11495,11050,11266,11086,10925,21751,10893,11223
L2_LINES_IN_ALL,PMC2,584535,57532,30677,37744,28274,32236,28357,34502,33972,31764,28037,27767,27900,54639,26940,28068,29681,27464,29149,30285,29545,28864,30046,29599,28272,53818,28939,29482
L2_TRANS_L2_WB,PMC3,23930,10163,4656,5942,4595,5067,4350,4720,4605,5049,4229,4212,4306,8246,4710,4097,4117,4023,4177,4765,4669,4440,4059,4293,4434,7324,4086,4320
LLC_VICTIMS_M,CBOX0C1,82299,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX1C1,82324,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX2C1,82540,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX3C1,82561,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX4C1,82258,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX5C1,82672,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX6C1,82837,0,0,0,0,0,0,0,0,0,0,0,0,0,1581,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX7C1,82216,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX8C1,83475,0,0,0,0,0,0,0,0,0,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX9C1,83166,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX10C1,83720,0,0,0,0,0,0,0,0,0,0,0,0,0,1514,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX11C1,83482,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX12C1,65091,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX13C1,65716,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX14C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX15C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX16C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
