--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush-8.11952e+23
start
end
0.0463824
avg gflop = 0.0463824
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.399764862 GHz,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 8,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 21,Core 22,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.132661,0.151951,0.277606,0.077170,0.077128,0.128436,0.135041,0.168408,0.080398,0.074555,0.060198,0.579188,0.001708,0.020967,0.014616,0.045369,0.024807,0.011617,0.022026,0.015247,0.036243,0.019698,0.014556,0.011894,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 8,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 21,Core 22,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,587181000,475527100,835440800,238614500,238388300,382789300,421510000,527403400,248945000,230548600,185017000,613332700,294672,52751400,40815790,130038300,72514960,31514560,64311030,32025020,97271780,56549990,40372890,31765000
CPU_CLK_UNHALTED_CORE,FIXC1,511653900,400191100,715542500,200855600,200759100,327408600,354778800,443849500,209509100,194089800,155719600,518946700,222000,44409800,34362530,109529800,61073310,26510660,54125710,26938010,82886790,47622650,33995900,27234150
CPU_CLK_UNHALTED_REF,FIXC2,423444600,331197100,592176600,166231000,166151800,270965900,293617100,367332700,173390700,160632800,128877700,429479800,189168,36758450,28443820,90649460,50549740,21944830,44798690,22299100,68599510,39417260,28140700,22543630
L1D_REPLACEMENT,PMC0,76762,14499,15561,14287,15015,14411,14925,14702,14491,14726,14519,25969,14255,14729,14496,14472,14685,14193,14246,14592,14111,14732,15009,14234
L2_TRANS_L1D_WB,PMC1,12719,1056,1187,1094,1257,1063,1305,1109,1081,1025,1076,2354,1052,1446,1117,1132,1396,1048,1126,1373,1048,1345,1370,1007
L2_LINES_IN_ALL,PMC2,143012,5360,6356,5445,6021,5974,6735,5533,5360,5807,5402,33303,5561,5904,6421,5782,6370,6138,5524,5727,5733,5969,6403,5683
L2_TRANS_L2_WB,PMC3,2857,263,185,307,363,416,320,270,254,223,328,249,355,284,294,313,309,277,251,302,359,309,307,299
LLC_VICTIMS_M,CBOX0C1,72931,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX1C1,73179,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX2C1,72950,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX3C1,73573,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX4C1,73667,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX5C1,72776,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX6C1,73675,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX7C1,73161,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX8C1,74145,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX9C1,74307,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX10C1,74700,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX11C1,74980,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX12C1,52868,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX13C1,53240,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX14C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX15C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX16C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX17C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX18C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX19C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX20C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX21C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX0C0,2155657,0,0,0,0,0,0,0,0,0,0,0,10117,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX1C0,2274106,0,0,0,0,0,0,0,0,0,0,0,9799,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX2C0,4322742,0,0,0,0,0,0,0,0,0,0,0,9862,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX3C0,2454009,0,0,0,0,0,0,0,0,0,0,0,9947,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX4C0,1879527,0,0,0,0,0,0,0,0,0,0,0,9708,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX5C0,1740580,0,0,0,0,0,0,0,0,0,0,0,9282,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX6C0,2730754,0,0,0,0,0,0,0,0,0,0,0,10288,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX7C0,2308490,0,0,0,0,0,0,0,0,0,0,0,11143,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX8C0,1867174,0,0,0,0,0,0,0,0,0,0,0,10645,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX9C0,2396085,0,0,0,0,0,0,0,0,0,0,0,10126,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX10C0,2364996,0,0,0,0,0,0,0,0,0,0,0,9830,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX11C0,4801373,0,0,0,0,0,0,0,0,0,0,0,9990,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX12C0,1653403,0,0,0,0,0,0,0,0,0,0,0,8344,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX13C0,1782153,0,0,0,0,0,0,0,0,0,0,0,8104,0,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX14C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX15C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX16C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX17C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX18C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX19C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX20C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX21C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CAS_COUNT_RD,MBOX0C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CAS_COUNT_WR,MBOX0C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CAS_COUNT_RD,MBOX1C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CAS_COUNT_WR,MBOX1C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CAS_COUNT_RD,MBOX2C0,1524603,0,0,0,0,0,0,0,0,0,0,0,13512,0,0,0,0,0,0,0,0,0,0,0
CAS_COUNT_WR,MBOX2C1,1462515,0,0,0,0,0,0,0,0,0,0,0,13036,0,0,0,0,0,0,0,0,0,0,0
CAS_COUNT_RD,MBOX3C0,1440349,0,0,0,0,0,0,0,0,0,0,0,11165,0,0,0,0,0,0,0,0,0,0,0
CAS_COUNT_WR,MBOX3C1,1386800,0,0,0,0,0,0,0,0,0,0,0,10508,0,0,0,0,0,0,0,0,0,0,0
CAS_COUNT_RD,MBOX4C0,2536512,0,0,0,0,0,0,0,0,0,0,0,45131520000000,0,0,0,0,0,0,0,0,0,0,0
CAS_COUNT_WR,MBOX4C1,2332398,0,0,0,0,0,0,0,0,0,0,0,45131520000000,0,0,0,0,0,0,0,0,0,0,0
CAS_COUNT_RD,MBOX5C0,2536532,0,0,0,0,0,0,0,0,0,0,0,45131520000000,0,0,0,0,0,0,0,0,0,0,0
CAS_COUNT_WR,MBOX5C1,2332125,0,0,0,0,0,0,0,0,0,0,0,45131520000000,0,0,0,0,0,0,0,0,0,0,0
CAS_COUNT_RD,MBOX6C0,6683537,0,0,0,0,0,0,0,0,0,0,0,10117,0,0,0,0,0,0,0,0,0,0,0
CAS_COUNT_WR,MBOX6C1,5699306,0,0,0,0,0,0,0,0,0,0,0,9961,0,0,0,0,0,0,0,0,0,0,0
CAS_COUNT_RD,MBOX7C0,4606879,0,0,0,0,0,0,0,0,0,0,0,9461,0,0,0,0,0,0,0,0,0,0,0
CAS_COUNT_WR,MBOX7C1,4147066,0,0,0,0,0,0,0,0,0,0,0,9279,0,0,0,0,0,0,0,0,0,0,0
TABLE,Region Compute,Group 1 Raw STAT,CACHES,67,,,,,,,,,,,,,,,,,,,,,
Event,Counter,Sum,Min,Max,Avg,,,,,,,,,,,,,,,,,,,,
INSTR_RETIRED_ANY STAT,FIXC0,5634923092,294672,835440800,2.347885e+08,,,,,,,,,,,,,,,,,,,,
CPU_CLK_UNHALTED_CORE STAT,FIXC1,4782215610,222000,715542500,1.992590e+08,,,,,,,,,,,,,,,,,,,,
CPU_CLK_UNHALTED_REF STAT,FIXC2,3957832158,189168,592176600,1.649097e+08,,,,,,,,,,,,,,,,,,,,
L1D_REPLACEMENT STAT,PMC0,423621,14111,76762,17650.8750,,,,,,,,,,,,,,,,,,,,
L2_TRANS_L1D_WB STAT,PMC1,40786,1007,12719,1699.4167,,,,,,,,,,,,,,,,,,,,
L2_LINES_IN_ALL STAT,PMC2,305523,5360,143012,12730.1250,,,,,,,,,,,,,,,,,,,,
L2_TRANS_L2_WB STAT,PMC3,9694,185,2857,403.9167,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX0C1,73232,0,72931,3051.3333,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX1C1,73472,0,73179,3061.3333,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX2C1,73254,0,72950,3052.2500,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX3C1,73860,0,73573,3077.5000,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX4C1,73962,0,73667,3081.7500,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX5C1,73064,0,72776,3044.3333,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX6C1,73984,0,73675,3082.6667,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX7C1,73466,0,73161,3061.0833,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX8C1,74450,0,74145,3102.0833,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX9C1,74630,0,74307,3109.5833,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX10C1,74992,0,74700,3124.6667,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX11C1,75287,0,74980,3136.9583,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX12C1,53156,0,52868,2214.8333,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX13C1,53522,0,53240,2230.0833,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX14C1,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX15C1,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX16C1,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX17C1,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX18C1,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX19C1,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX20C1,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
LLC_VICTIMS_M STAT,CBOX21C1,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX0C0,2165774,0,2155657,90240.5833,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX1C0,2283905,0,2274106,95162.7083,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX2C0,4332604,0,4322742,180525.1667,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX3C0,2463956,0,2454009,102664.8333,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX4C0,1889235,0,1879527,78718.1250,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX5C0,1749862,0,1740580,72910.9167,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX6C0,2741042,0,2730754,114210.0833,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX7C0,2319633,0,2308490,96651.3750,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX8C0,1877819,0,1867174,78242.4583,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX9C0,2406211,0,2396085,100258.7917,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX10C0,2374826,0,2364996,98951.0833,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX11C0,4811363,0,4801373,200473.4583,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX12C0,1661747,0,1653403,69239.4583,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX13C0,1790257,0,1782153,74594.0417,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX14C0,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX15C0,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX16C0,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
LLC_LOOKUP_DATA_READ STAT,CBOX17C0,0,inf,0,0,,,,,,,,,,,,,,,,,,,,
