--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush-1.80156e+09
start
runtime=1.4022
end
1.31914
avg gflop = 1.31914
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.399931285 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.389309,0.125740,0.098669,0.216468,0.246961,0.109195,0.063852,0.247601,0.063391,0.102160,0.092387,0.037198,0.042374,0.165633,0.007176,0.020912,0.021111,0.019328,0.017045,0.015890,0.021977,0.030749,0.036609,0.022618,0.030222,0.017076,0.022433,0.015584,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,1202917000,390328900,299611700,620920000,620379400,337948700,192213300,618500600,193210900,304563900,279462300,109308600,128904800,508122700,10324580,55575270,55497210,53528350,46798410,42993570,53687560,81309620,108141300,58894230,88221420,46644720,63510650,42081210
CPU_CLK_UNHALTED_CORE,FIXC1,1050713000,325228200,253115900,518191900,518411000,281390300,160636200,518669900,159392600,256109200,230408900,90043340,103448400,431710200,4014433,43453490,43418010,41802180,36333700,32755120,41791930,65141530,87736400,44939590,71516670,35861280,50165100,32013860
CPU_CLK_UNHALTED_REF,FIXC2,869606700,269227700,209550600,428952700,429130900,232948500,133008100,429313700,131981400,212069700,190796500,74600760,85713980,357354700,3436704,36029210,35997480,34662000,30144220,27175940,34654700,53978710,72677860,37305910,59271190,29743460,41583670,26562460
L1D_REPLACEMENT,PMC0,1005915,572903,573659,845133,861323,563484,574290,573436,562780,851124,853574,570123,841775,569669,837711,572665,563633,564389,560712,573047,571238,562771,574682,838255,560910,564065,563726,572932
L2_TRANS_L1D_WB,PMC1,62460,24039,24109,35769,36140,23752,23880,27671,23728,33070,34057,23752,34550,23925,33851,23871,23480,23586,23668,23758,24068,23830,23779,33708,23538,23170,23441,23738
L2_LINES_IN_ALL,PMC2,317205,55812,57121,89456,95946,56886,53961,74102,54775,81309,81983,61455,81821,59728,85490,55185,54156,53780,57656,53788,54976,54788,54710,86193,61137,54498,53029,54755
L2_TRANS_L2_WB,PMC3,14408,3725,4055,5450,5843,4116,3708,4995,3918,4115,4715,4019,5366,3598,5517,3461,3290,3322,3856,3265,3243,3508,3704,5119,4029,3633,3241,3361
