--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush3.04873e+10
start
runtime=1.36112
end
1.35895
avg gflop = 1.35895
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.399940635 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.349734,0.128946,0.196553,0.135289,0.302393,0.183260,0.084093,0.279055,0.073479,0.064063,0.178003,0.311694,0.084121,0.092353,0.005770,0.017184,0.039312,0.017077,0.016627,0.017245,0.020013,0.030853,0.020550,0.017649,0.019741,0.017188,0.017604,0.018164,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,630966900,391430100,599964100,418317000,613974900,570743400,255595600,614592600,221920700,192189200,548911400,614611200,256268900,283354200,7720273,44128410,113620700,42947870,42097840,44566520,52774740,86773840,51765490,45788440,51846770,43880190,45358920,45780080
CPU_CLK_UNHALTED_CORE,FIXC1,559710400,331132800,509801200,348290200,514118300,476456700,211291300,514000900,183075600,158121600,462167500,514118600,211965100,234703200,2810967,33616970,91796620,32933530,31673400,34026920,40593220,69318920,40439410,34950510,39947590,33044500,34214470,34682010
CPU_CLK_UNHALTED_REF,FIXC2,463226000,274123700,421984900,288323000,425560800,394385400,174943200,425463700,151596900,130948200,382563600,425560200,175501200,194318100,2406144,27910900,76051750,27340580,26297110,28251170,33677420,57447290,33543410,29012260,33140450,27427700,28394230,28783340
L1D_REPLACEMENT,PMC0,575159,453902,454854,455490,458135,452968,453684,456996,449756,449580,453392,459313,454247,453500,440222,454970,451167,453243,450027,455605,451645,439688,439431,457138,440961,450932,451988,454086
L2_TRANS_L1D_WB,PMC1,42332,22539,23063,22764,22593,22305,22794,22437,21167,21194,22419,22879,22444,22301,21685,22671,21795,21786,21526,22549,21642,21501,21159,25098,21561,21772,21720,23155
L2_LINES_IN_ALL,PMC2,248082,39494,40767,38304,50992,39481,39707,43449,34327,34315,40003,46954,39902,37791,35913,38949,36141,38511,36625,38666,37027,33681,38325,39472,34906,39696,34759,37313
L2_TRANS_L2_WB,PMC3,10972,4065,4449,5062,4408,4800,4483,4204,4009,3901,4938,3665,4440,4756,3822,4715,4111,4483,3612,4771,3672,3274,4469,4437,3838,4080,4317,4447
