--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush-1.32311e+31
start
runtime=1.33455
end
0.693001
avg gflop = 0.693001
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.400001653 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.322919,0.241092,0.301895,0.333491,0.127149,0.078100,0.393481,0.217457,0.241158,0.118039,0.170102,0.170159,0.078357,0.171625,0.006708,0.020007,0.019914,0.042776,0.039486,0.017149,0.017203,0.016912,0.032151,0.039129,0.039605,0.018329,0.020380,0.027378,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,934805400,619376000,616689900,680637600,385372400,225429900,615848800,615932400,619807900,355297300,518656200,510954700,227471600,524869900,3544578,45145220,42447710,106520500,106541700,36439440,36436190,35527460,80849630,105303500,105258600,40112930,46401570,67942050
CPU_CLK_UNHALTED_CORE,FIXC1,818511700,518454200,518284200,582000300,321247500,191071300,518203400,516935000,518592800,297498000,435106600,435992700,191898300,440379800,1514200,36572050,34346470,88156700,88258670,29205530,29267080,28472900,66660250,87203460,88668330,32240700,37616780,56176530
CPU_CLK_UNHALTED_REF,FIXC2,677460200,429131400,428962100,481692100,265926100,158165000,428895000,427844700,429244000,246241000,360126300,360860600,158849000,364488300,1290168,30301580,28461140,72991580,73077840,24206110,24257350,23599200,55202900,72204960,73414510,26716080,31167100,46526180
L1D_REPLACEMENT,PMC0,342316,258894,132349,134011,252561,129406,135203,128960,256777,129611,130921,130005,127996,129297,128361,129266,130533,129231,131618,128958,129647,129284,129773,129337,128345,128890,129578,130040
L2_TRANS_L1D_WB,PMC1,32735,21071,11421,11579,19647,10632,11385,10879,20877,10969,11081,10552,10485,11111,11086,10802,10982,10671,11349,10623,10834,10939,10838,11007,10583,10687,10868,10844
L2_LINES_IN_ALL,PMC2,226389,56066,38217,38809,47043,27895,43928,29219,52229,26536,27399,27845,27357,27242,27818,28681,27462,28250,29017,27787,28858,29367,28956,27761,28194,28046,28036,27867
L2_TRANS_L2_WB,PMC3,7965,8611,4391,4455,5109,4362,3682,3618,8250,4132,4918,3952,4064,3936,4757,4159,3632,4226,4121,4243,4283,4279,4217,4126,4070,3919,4110,4182
LLC_VICTIMS_M,CBOX0C1,95365,0,0,0,0,0,0,0,0,0,0,0,0,0,2859,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX1C1,95051,0,0,0,0,0,0,0,0,0,0,0,0,0,2879,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX2C1,95143,0,0,0,0,0,0,0,0,0,0,0,0,0,2907,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX3C1,96318,0,0,0,0,0,0,0,0,0,0,0,0,0,2983,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX4C1,95634,0,0,0,0,0,0,0,0,0,0,0,0,0,3033,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX5C1,95598,0,0,0,0,0,0,0,0,0,0,0,0,0,2938,0,0,0,0,0,0,0,0,0,0,0,0,0
