--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush1.25976e+09
start
end
0.0446411
avg gflop = 0.0446411
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.399934247 GHz,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 22,Core 23,Core 24,Core 26,Core 27,
RDTSC Runtime [s],1.179956,0.082856,0.069093,0.154186,0.056015,0.019350,0.054387,0.393781,0.115837,0.685217,0.059672,0.011115,0.000698,0.039961,0.052628,0.011446,0.040025,0.038935,0.053929,0.012188,0.028334,0.012186,0.032234,0.012174,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 22,Core 23,Core 24,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,1319161000,255722500,216175700,485194900,172165600,58792840,169843800,601457600,364286400,613322000,186747300,33154850,307124,122440500,163840900,34147260,124005100,118852000,167733200,36411220,87495670,36223550,99564000,36364860
CPU_CLK_UNHALTED_CORE,FIXC1,1137453000,218628200,181990300,408360000,147007000,49500290,142978900,518627400,306646500,520208500,157153100,27892080,261238,104413100,137899700,28727680,104411900,101432700,141246200,30646950,73600360,30465580,83798730,30624340
CPU_CLK_UNHALTED_REF,FIXC2,941341800,180937500,150617700,337957800,121666200,40971430,118333000,429215000,253781400,430522600,130062400,23088050,222024,86416490,114130100,23779420,86415120,83949960,116898600,25367860,60915020,25218220,69356880,25349880
L1D_REPLACEMENT,PMC0,107355,15023,15273,14745,14871,14589,14918,27436,14611,31324,14456,14328,14288,14475,15047,14410,14808,15248,14930,14307,14130,14791,14260,14648
L2_TRANS_L1D_WB,PMC1,22850,1296,1331,1140,1054,1176,1253,2108,1066,2387,1080,1045,1008,1064,1442,1031,1087,1264,1298,1126,942,1392,1016,1109
L2_LINES_IN_ALL,PMC2,193722,6219,6503,5699,5991,6336,5738,40742,5254,55783,5128,5911,5665,5415,6463,6002,6003,6388,5955,5545,5566,6060,5682,5789
L2_TRANS_L2_WB,PMC3,4730,304,367,332,384,424,318,166,305,267,304,352,399,299,378,293,327,472,459,322,267,334,359,349
LLC_VICTIMS_M,CBOX0C1,96719,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX1C1,96469,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX2C1,97101,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0
