--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush-6.68983e+20
start
end
0.0374655
avg gflop = 0.0374655
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.400005714 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.401741,0.036809,0.040797,0.037803,0.104541,0.040040,0.183819,0.251002,0.102911,0.102135,0.039721,0.087992,0.037493,0.104287,0.000892,0.017281,0.012106,0.011301,0.031480,0.011669,0.012434,0.012648,0.037149,0.012659,0.020496,0.013363,0.025910,0.012161,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,887811700,113761400,124729900,116980600,327606100,121670400,578141100,599054700,322591900,322561100,123637000,275548000,116795600,324630200,358293,52010910,35623030,35494280,91768850,36618980,39053800,37311230,117119100,37429630,64666780,39594060,74711480,35847740
CPU_CLK_UNHALTED_CORE,FIXC1,783560400,95707520,106258600,98403430,275750900,104232600,486500800,504681800,271541800,271564200,105495900,231914500,99585580,273185900,260642,43724710,29985160,29991290,77219940,30941900,32991330,31419570,98710540,31459600,54512130,33329920,63494950,30138930
CPU_CLK_UNHALTED_REF,FIXC2,648473200,79210320,87944570,81443660,228212000,86267260,402628100,417674800,224729500,224742300,87306650,191934800,82416050,226092100,221784,36192310,24822550,24820540,63912480,25607210,27303480,26009380,81691800,26040790,45113860,27590500,52552800,24948480
L1D_REPLACEMENT,PMC0,196634,14992,14434,14373,14388,14398,15280,17456,14615,1340,1271,14401,1235,15491,14429,14712,14876,1113,14833,1028,1091,14376,2646,14254,1026,14496,14909,14170
L2_TRANS_L1D_WB,PMC1,35021,1247,1089,1088,1131,1061,1272,1347,1111,320,274,1051,251,1299,1197,1180,1163,263,1198,233,249,1129,903,1173,252,1121,1128,1185
L2_LINES_IN_ALL,PMC2,326740,4333,4635,4629,4546,4539,4615,12470,4688,1791,1596,4702,1645,5134,4517,4368,4567,1734,5111,1582,1720,4772,1709,4785,1523,5100,4724,4704
L2_TRANS_L2_WB,PMC3,10389,323,296,323,320,281,342,234,257,121,106,232,132,347,378,275,280,120,302,99,116,238,114,260,78,336,306,297
LLC_VICTIMS_M,CBOX0C1,73677,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX1C1,73341,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX2C1,73818,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX3C1,74131,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX4C1,73899,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX5C1,73545,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX6C1,74083,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX7C1,73696,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX8C1,74488,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX9C1,74312,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX10C1,74552,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX11C1,74320,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX12C1,58475,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX13C1,58856,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX14C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
