--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush-6.35806e+31
start
end
0.0448721
avg gflop = 0.0448721
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.399970203 GHz,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 13,Core 14,Core 16,Core 17,Core 18,Core 20,Core 21,Core 22,Core 23,Core 24,Core 26,Core 27,
RDTSC Runtime [s],1.171819,0.038312,0.187074,0.285430,0.034273,0.138566,0.048668,0.091285,0.037654,0.190233,0.130951,0.048918,0.147877,0.002446,0.013820,0.029907,0.016532,0.014983,0.013347,0.020792,0.013660,0.013573,0.014932,0.015064,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 13,Core 14,Core 16,Core 17,Core 18,Core 20,Core 21,Core 22,Core 23,Core 24,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,593017300,110880200,580968100,609761900,99902880,428329600,145391300,279750700,102556100,591826000,404674900,146348000,450029500,294184,35944790,86073430,44451690,39325250,34498570,57944950,35428610,35303760,39410220,39842040
CPU_CLK_UNHALTED_CORE,FIXC1,524241400,95109100,489459100,514539000,84381920,360917100,122482400,235624500,86404810,498432000,340924200,123252600,385565200,222657,30292190,72554890,37447370,33125980,29056860,48840690,29791200,29712820,33139750,33572370
CPU_CLK_UNHALTED_REF,FIXC2,433864200,78716520,405074800,425829500,69839420,298698000,101370500,195005600,71514240,412499200,282150600,102006600,319093900,189624,25074890,60050740,30995260,27420170,24053760,40425910,24660240,24595010,27430060,27789240
L1D_REPLACEMENT,PMC0,127334,14621,18942,19934,15046,15517,14731,15192,14421,14838,14833,14548,14841,14355,14412,15194,14366,14634,14425,14486,13899,14073,13856,14160
L2_TRANS_L1D_WB,PMC1,22369,1157,1306,1765,1334,1383,1110,1332,1241,1116,1068,1054,1221,1070,1034,1445,1028,1314,1147,1037,979,1096,1026,1119
L2_LINES_IN_ALL,PMC2,243897,5584,6444,16794,6293,6446,5915,6382,6328,5522,5619,5684,5590,5798,5734,6501,5562,6001,6139,5957,5267,5308,5382,5307
L2_TRANS_L2_WB,PMC3,5332,405,550,249,427,445,340,351,440,264,264,294,364,462,330,408,324,300,286,260,283,275,305,305
