--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush-5.70033e+28
start
end
0.0446578
avg gflop = 0.0446578
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.399737321 GHz,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.165417,0.026135,0.207745,0.628931,0.170091,0.057700,0.071118,0.023147,0.044864,0.044859,0.162668,0.071172,0.057719,0.003811,0.015861,0.011491,0.019313,0.011905,0.015408,0.011746,0.020899,0.022614,0.011624,0.019210,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,708998700,80096930,635028000,610318100,535450300,180288700,219481200,71423050,140388600,137474100,511980300,219517000,180573500,291674,38156940,34276000,48485840,36245070,36783730,35820120,53865330,70175070,35352920,55854730
CPU_CLK_UNHALTED_CORE,FIXC1,621888900,68121340,543745400,519384000,450669200,151729800,187555700,60069150,118162700,117781300,431122400,187650400,152005600,243216,32114380,28863960,40816820,30493050,30938510,30141180,45359250,59077600,29741570,47009640
CPU_CLK_UNHALTED_REF,FIXC2,514674000,56382050,449999700,429839000,372977700,125575800,155221800,49717820,97794960,97480580,356796600,155302600,125803400,206736,26582330,23892620,33784510,25241350,25608860,24948820,37543270,48896300,24619580,38909690
L1D_REPLACEMENT,PMC0,78674,14235,15362,39704,14800,14546,14370,14113,14164,14276,14253,14536,14841,14203,14870,14983,14534,14202,14427,14196,13976,14184,14105,14940
L2_TRANS_L1D_WB,PMC1,9562,1033,1318,4258,1039,1219,1014,1025,968,985,1060,1039,1247,1098,1335,1356,1364,963,1403,943,1023,955,937,1500
L2_LINES_IN_ALL,PMC2,147270,5379,6645,59489,5989,5523,5385,4938,5163,5274,5136,5504,6373,4986,5910,6449,5627,5589,5016,5338,5874,4969,5089,6233
L2_TRANS_L2_WB,PMC3,1279,263,175,620,247,238,220,266,205,438,200,244,305,382,305,263,321,256,245,239,154,253,306,358
LLC_VICTIMS_M,CBOX0C1,101518,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX1C1,102253,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX2C1,101089,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX3C1,101960,0,0,0,0,0,0,0,0,0,0,0,0,829,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX4C1,102186,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX5C1,101187,0,0,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX6C1,102474,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX7C1,101791,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX8C1,103249,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX9C1,102555,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX10C1,103583,0,0,0,0,0,0,0,0,0,0,0,0,799,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX11C1,102777,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX12C1,72635,0,0,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX13C1,73229,0,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0
LLC_VICTIMS_M,CBOX14C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX15C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX16C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX17C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX18C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX19C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX20C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_VICTIMS_M,CBOX21C1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX0C0,2732991,0,0,0,0,0,0,0,0,0,0,0,0,23033,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX1C0,2646834,0,0,0,0,0,0,0,0,0,0,0,0,23225,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX2C0,4544774,0,0,0,0,0,0,0,0,0,0,0,0,22917,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX3C0,2431513,0,0,0,0,0,0,0,0,0,0,0,0,22862,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX4C0,2152135,0,0,0,0,0,0,0,0,0,0,0,0,22596,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX5C0,1962613,0,0,0,0,0,0,0,0,0,0,0,0,22219,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX6C0,3007071,0,0,0,0,0,0,0,0,0,0,0,0,23860,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX7C0,2531576,0,0,0,0,0,0,0,0,0,0,0,0,23472,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX8C0,2043839,0,0,0,0,0,0,0,0,0,0,0,0,23045,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX9C0,2571101,0,0,0,0,0,0,0,0,0,0,0,0,22789,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX10C0,2649251,0,0,0,0,0,0,0,0,0,0,0,0,23452,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX11C0,5354739,0,0,0,0,0,0,0,0,0,0,0,0,23231,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX12C0,1747922,0,0,0,0,0,0,0,0,0,0,0,0,19587,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX13C0,1841510,0,0,0,0,0,0,0,0,0,0,0,0,19613,0,0,0,0,0,0,0,0,0,0
LLC_LOOKUP_DATA_READ,CBOX14C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX15C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX16C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX17C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LLC_LOOKUP_DATA_READ,CBOX18C0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
