--------------------------------------------------------------------------------
CPU name:	Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
CPU type:	Intel Xeon Broadwell EN/EP/EX processor
CPU clock:	2.40 GHz
--------------------------------------------------------------------------------
flush1.34852e+09
start
end
0.120863
avg gflop = 0.120863
fin origin conv
comparing
fin compare
--------------------------------------------------------------------------------
STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Broadwell EN/EP/EX processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,2.400006222 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region Compute,Group 1 Raw,CACHES,67,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27,
RDTSC Runtime [s],1.424352,0.030819,0.084020,0.185575,0.185311,0.066803,0.114249,0.120879,0.036633,0.188542,0.082414,0.036468,0.159374,0.121952,0.002036,0.012223,0.013017,0.022941,0.017861,0.016037,0.027364,0.013116,0.017580,0.029285,0.034413,0.031125,0.011816,0.034403,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,Core 0,Core 1,Core 2,Core 3,Core 4,Core 5,Core 6,Core 7,Core 8,Core 9,Core 10,Core 11,Core 12,Core 13,Core 14,Core 15,Core 16,Core 17,Core 18,Core 19,Core 20,Core 21,Core 22,Core 23,Core 24,Core 25,Core 26,Core 27
INSTR_RETIRED_ANY,FIXC0,1039469000,95124700,258636000,580140700,570155300,202412000,353952500,378505500,112948900,593486000,255711400,113842400,501579400,381775900,1048113,32571420,36373840,67377010,50618140,44877670,80354800,36235200,49787730,88121350,102691000,92526580,33138560,102834800
CPU_CLK_UNHALTED_CORE,FIXC1,914923300,80296280,221330000,489408300,489382100,173311300,298492300,318990100,95318100,499763700,215430000,96056210,422463800,321583200,1119525,27649190,30896760,57358340,42889660,38032400,67942380,30745450,42158120,74598290,86693760,78157460,28174190,86869430
CPU_CLK_UNHALTED_REF,FIXC2,757068400,66483910,183201300,405058200,405036000,143460100,247061600,264024100,78913820,413628300,178315400,79526450,349658500,266166300,958632,22912700,25602000,47500440,35527580,31502950,56258570,25475810,34920410,61769210,71776780,64712740,23347580,71921980
L1D_REPLACEMENT,PMC0,258156,83101,87804,92079,87786,84901,85543,84033,83287,83323,83184,85332,84312,83534,81659,81220,82514,81917,84106,71958,82327,82148,82738,82602,83033,83588,82734,83064
L2_TRANS_L1D_WB,PMC1,79765,40935,42876,43587,41745,40836,41670,41160,40822,41212,41107,41403,41385,41016,40972,41165,41246,41055,41336,35807,40987,40838,40984,41019,41179,41328,41070,41245
L2_LINES_IN_ALL,PMC2,283885,15167,22754,26214,15423,14406,16845,15442,14624,14491,14272,15117,14557,14441,14516,14728,15017,15578,14559,12685,14612,14320,14637,14916,14710,15237,15410,14155
L2_TRANS_L2_WB,PMC3,20112,8802,9784,9666,7187,7278,9173,8317,7998,7823,7992,8452,8215,7708,8044,7526,7864,8698,7037,5761,7323,7829,8102,7755,7686,8051,8500,6690
